gene_name	LOCK_group	MD_anno	mean_exp	index	TorN	mean_exp_winsorize
TPSAB1	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
TPSD1	Shared LOCKs	common PMDs	-0.870666558618628	breastNormalVsTN_Basal.T	Tumor	-0.870666558618628
LINC01570	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MIR8065	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01177	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01195	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
GRIN2A	Tumor-gain LOCKs	common PMDs	-0.992326441559973	breastNormalVsTN_Basal.T	Tumor	-0.992326441559973
GPR139	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
GP2	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
UMOD	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
PDILT	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
HS3ST2	Shared LOCKs	common PMDs	-0.922847797167014	breastNormalVsTN_Basal.T	Tumor	-0.922847797167014
PRKCB	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CACNG3	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
C16orf82	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CBLN1	Shared LOCKs	common PMDs	-0.967907905336582	breastNormalVsTN_Basal.T	Tumor	-0.967907905336582
C16orf78	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
ZNF423	Shared LOCKs	common PMDs	-0.976493443910265	breastNormalVsTN_Basal.T	Tumor	-0.976493443910265
ADAM3B	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NKD1	Tumor-loss LOCKs	common PMDs	-0.22603581949043	breastNormalVsTN_Basal.T	Tumor	-0.22603581949043
GNAO1	Tumor-loss LOCKs	common PMDs	0.36393757383682	breastNormalVsTN_Basal.T	Tumor	0.36393757383682
MIR3935	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01568	Shared LOCKs	common PMDs	-0.952993599025077	breastNormalVsTN_Basal.T	Tumor	-0.952993599025077
CNTNAP4	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MIR4719	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
SYCE1L	Tumor-gain LOCKs	common PMDs	-0.266243144512748	breastNormalVsTN_Basal.T	Tumor	-0.266243144512748
NUDT7	Tumor-gain LOCKs	common PMDs	-0.43589560083646	breastNormalVsTN_Basal.T	Tumor	-0.43589560083646
VAT1L	Tumor-gain LOCKs	common PMDs	-0.33260080195714	breastNormalVsTN_Basal.T	Tumor	-0.33260080195714
MAFTRR	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01229	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01228	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
DYNLRB2	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01227	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CDYL2	Tumor-gain LOCKs	common PMDs	-0.736394063101188	breastNormalVsTN_Basal.T	Tumor	-0.736394063101188
PLCG2	Tumor-loss LOCKs	common PMDs	0.378859084963104	breastNormalVsTN_Basal.T	Tumor	0.378859084963104
MIR3182	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
IRF8	Shared LOCKs	common PMDs	-0.844522691666294	breastNormalVsTN_Basal.T	Tumor	-0.844522691666294
MIR6774	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01082	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
FENDRR	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
OR1G1	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
OR1A2	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
OR1A1	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
OR1D4	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
OR3A2	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
OR3A1	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
OR3A4P	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NLRP1	Shared LOCKs	common PMDs	-0.975480001407206	breastNormalVsTN_Basal.T	Tumor	-0.975480001407206
WSCD1	Shared LOCKs	common PMDs	-0.968261467189216	breastNormalVsTN_Basal.T	Tumor	-0.968261467189216
MYHAS	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MYH8	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MYH4	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MYH1	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MYH2	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
SHISA6	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
DNAH9	Tumor-gain LOCKs	common PMDs	-0.941481147901355	breastNormalVsTN_Basal.T	Tumor	-0.941481147901355
CDRT7	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CDRT8	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRT25	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRT26	Tumor-loss LOCKs	common PMDs	-0.909549054434701	breastNormalVsTN_Basal.T	Tumor	-0.909549054434701
MAPT	Tumor-loss LOCKs	common PMDs	-0.840060459500212	breastNormalVsTN_Basal.T	Tumor	-0.840060459500212
SKAP1	Tumor-loss LOCKs	common PMDs	-0.944990729649148	breastNormalVsTN_Basal.T	Tumor	-0.944990729649148
B4GALNT2	Tumor-loss LOCKs	common PMDs	-0.966002583312989	breastNormalVsTN_Basal.T	Tumor	-0.966002583312989
CA10	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC00469	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MGC16275	Shared LOCKs	common PMDs	-0.955382959007154	breastNormalVsTN_Basal.T	Tumor	-0.955382959007154
TTYH2	Shared LOCKs	common PMDs	-0.543951363813607	breastNormalVsTN_Basal.T	Tumor	-0.543951363813607
DNAI2	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CD300LB	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CD300C	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CD300LD	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CD300E	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
RBFOX3	Shared LOCKs	common PMDs	-0.94899073831941	breastNormalVsTN_Basal.T	Tumor	-0.94899073831941
LOXHD1	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
ST8SIA5	Tumor-loss LOCKs	common PMDs	-0.981640826238251	breastNormalVsTN_Basal.T	Tumor	-0.981640826238251
MAPK4	Tumor-loss LOCKs	common PMDs	-0.616039805315908	breastNormalVsTN_Basal.T	Tumor	-0.616039805315908
ZNF536	Tumor-gain LOCKs	common PMDs	-0.99039499064062	breastNormalVsTN_Basal.T	Tumor	-0.99039499064062
LINC01533	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MAG	Tumor-loss LOCKs	common PMDs	0.541244914482547	breastNormalVsTN_Basal.T	Tumor	0.541244914482547
CD22	Tumor-loss LOCKs	common PMDs	0.88704048758801	breastNormalVsTN_Basal.T	Tumor	0.88704048758801
FFAR1	Tumor-loss LOCKs	common PMDs	-0.61148527633769	breastNormalVsTN_Basal.T	Tumor	-0.61148527633769
FFAR3	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
GPR42	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01531	Tumor-loss LOCKs	common PMDs	-0.981640785534118	breastNormalVsTN_Basal.T	Tumor	-0.981640785534118
FFAR2	Tumor-loss LOCKs	common PMDs	-0.823235770123097	breastNormalVsTN_Basal.T	Tumor	-0.823235770123097
KRTDAP	Tumor-loss LOCKs	common PMDs	-0.258476399158978	breastNormalVsTN_Basal.T	Tumor	-0.258476399158978
LGALS13	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LGALS16	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CYP2B7P	Tumor-loss LOCKs	common PMDs	-0.769996374762059	breastNormalVsTN_Basal.T	Tumor	-0.769996374762059
CYP2B6	Tumor-loss LOCKs	common PMDs	-0.984724458121794	breastNormalVsTN_Basal.T	Tumor	-0.984724458121794
CYP2A13	Tumor-loss LOCKs	common PMDs	-0.830255227494069	breastNormalVsTN_Basal.T	Tumor	-0.830255227494069
CYP2F1	Tumor-loss LOCKs	common PMDs	-0.846827930684135	breastNormalVsTN_Basal.T	Tumor	-0.846827930684135
LINC01480	Shared LOCKs	common PMDs	-0.791022870560664	breastNormalVsTN_Basal.T	Tumor	-0.791022870560664
CEACAM21	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CEACAM4	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CEACAM7	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LILRA6	Shared LOCKs	common PMDs	-0.878421155205705	breastNormalVsTN_Basal.T	Tumor	-0.878421155205705
LILRB5	Shared LOCKs	common PMDs	-0.986892963291974	breastNormalVsTN_Basal.T	Tumor	-0.986892963291974
LILRB2	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MIR4752	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LILRA5	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LILRA4	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LAIR1	Shared LOCKs	common PMDs	-0.945619193983803	breastNormalVsTN_Basal.T	Tumor	-0.945619193983803
LAIR2	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KIR3DX1	Shared LOCKs	common PMDs	-0.984141182521503	breastNormalVsTN_Basal.T	Tumor	-0.984141182521503
LILRA2	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LILRA1	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NLRP9	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
RFPL4A	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
RFPL4AL1	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NLRP11	Tumor-gain LOCKs	common PMDs	-0.91553407670445	breastNormalVsTN_Basal.T	Tumor	-0.91553407670445
NLRP4	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NLRP13	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NLRP8	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MYT1L-AS1	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
GREB1	Tumor-loss LOCKs	common PMDs	-0.512378359300838	breastNormalVsTN_Basal.T	Tumor	-0.512378359300838
MIR4429	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NTSR2	Tumor-loss LOCKs	common PMDs	-0.912667861602214	breastNormalVsTN_Basal.T	Tumor	-0.912667861602214
ALK	Shared LOCKs	common PMDs	-0.984384538438882	breastNormalVsTN_Basal.T	Tumor	-0.984384538438882
CNGA3	Tumor-loss LOCKs	common PMDs	-0.972679930778901	breastNormalVsTN_Basal.T	Tumor	-0.972679930778901
NMS	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
IL1RL1	Tumor-loss LOCKs	common PMDs	-0.381540285449756	breastNormalVsTN_Basal.T	Tumor	-0.381540285449756
IL18R1	Tumor-loss LOCKs	common PMDs	-0.180064987505757	breastNormalVsTN_Basal.T	Tumor	-0.180064987505757
LINC01102	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01103	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01114	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
EN1	Tumor-loss LOCKs	common PMDs	0.704440577541076	breastNormalVsTN_Basal.T	Tumor	0.704440577541076
MARCO	Tumor-loss LOCKs	common PMDs	0.261594657909707	breastNormalVsTN_Basal.T	Tumor	0.261594657909707
KIF5C	Tumor-loss LOCKs	common PMDs	-0.47198590569818	breastNormalVsTN_Basal.T	Tumor	-0.47198590569818
KCNH7	Tumor-loss LOCKs	common PMDs	-0.954207475068252	breastNormalVsTN_Basal.T	Tumor	-0.954207475068252
FTCDNL1	Tumor-loss LOCKs	common PMDs	-0.098299263957418	breastNormalVsTN_Basal.T	Tumor	-0.098299263957418
ASB18	Tumor-loss LOCKs	common PMDs	-0.979344548984153	breastNormalVsTN_Basal.T	Tumor	-0.979344548984153
OTOS	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KIF1A	Tumor-loss LOCKs	common PMDs	-0.196208114553769	breastNormalVsTN_Basal.T	Tumor	-0.196208114553769
CROCC2	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01427	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC00261	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
FOXA2	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
BPIFB3	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
BPIFB4	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
PTPRT	Tumor-gain LOCKs	common PMDs	-0.986893455148213	breastNormalVsTN_Basal.T	Tumor	-0.986893455148213
ZNF663P	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
ZNF334	Tumor-loss LOCKs	common PMDs	-0.325860848773296	breastNormalVsTN_Basal.T	Tumor	-0.325860848773296
LINC01522	Tumor-loss LOCKs	common PMDs	0.338784243272967	breastNormalVsTN_Basal.T	Tumor	0.338784243272967
LINC01523	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC00494	Tumor-loss LOCKs	common PMDs	-0.92890221533638	breastNormalVsTN_Basal.T	Tumor	-0.92890221533638
MC3R	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
BMP7	Tumor-loss LOCKs	common PMDs	0.0781890915961158	breastNormalVsTN_Basal.T	Tumor	0.0781890915961158
BMP7-AS1	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NPEPL1	Tumor-loss LOCKs	common PMDs	-0.219483161116312	breastNormalVsTN_Basal.T	Tumor	-0.219483161116312
ZNF831	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
EDN3	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MIR646HG	Shared LOCKs	common PMDs	-0.885923984571837	breastNormalVsTN_Basal.T	Tumor	-0.885923984571837
MIR646	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MIR4533	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CDH4	Tumor-gain LOCKs	common PMDs	-0.836707569873608	breastNormalVsTN_Basal.T	Tumor	-0.836707569873608
BHLHE23	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC00029	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01056	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
HAR1B	Shared LOCKs	common PMDs	-0.909722796680052	breastNormalVsTN_Basal.T	Tumor	-0.909722796680052
HAR1A	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
MIR124-3	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
COL20A1	Shared LOCKs	common PMDs	-0.99126941452298	breastNormalVsTN_Basal.T	Tumor	-0.99126941452298
CHRNA4	Shared LOCKs	common PMDs	-0.991171249948861	breastNormalVsTN_Basal.T	Tumor	-0.991171249948861
KCNQ2	Shared LOCKs	common PMDs	-0.763205117856325	breastNormalVsTN_Basal.T	Tumor	-0.763205117856325
AIRE	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
TSPEAR	Tumor-loss LOCKs	common PMDs	-0.846136186485301	breastNormalVsTN_Basal.T	Tumor	-0.846136186485301
TSPEAR-AS1	Tumor-loss LOCKs	common PMDs	-0.844424278631646	breastNormalVsTN_Basal.T	Tumor	-0.844424278631646
TSPEAR-AS2	Tumor-loss LOCKs	common PMDs	-0.492636241520216	breastNormalVsTN_Basal.T	Tumor	-0.492636241520216
KRTAP10-1	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-2	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-3	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-4	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-5	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-6	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-7	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-8	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-9	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-10	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP10-11	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP12-4	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP12-3	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
KRTAP12-2	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
SSR4P1	Tumor-loss LOCKs	common PMDs	-0.566718341903376	breastNormalVsTN_Basal.T	Tumor	-0.566718341903376
LINC00316	Tumor-loss LOCKs	common PMDs	-0.926821060423451	breastNormalVsTN_Basal.T	Tumor	-0.926821060423451
LL21NC02-21A1.1	Tumor-loss LOCKs	common PMDs	-0.0507816511168573	breastNormalVsTN_Basal.T	Tumor	-0.0507816511168573
COL18A1	Tumor-loss LOCKs	common PMDs	0.630313237386994	breastNormalVsTN_Basal.T	Tumor	0.630313237386994
COL18A1-AS2	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
COL18A1-AS1	Tumor-loss LOCKs	common PMDs	-0.947070589481043	breastNormalVsTN_Basal.T	Tumor	-0.947070589481043
MIR6815	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
PCBP3	Tumor-loss LOCKs	common PMDs	-0.703637712313234	breastNormalVsTN_Basal.T	Tumor	-0.703637712313234
PCAT14	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
IGLL1	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
PIWIL3	Tumor-loss LOCKs	common PMDs	-0.951632497874667	breastNormalVsTN_Basal.T	Tumor	-0.951632497874667
SGSM1	Tumor-loss LOCKs	common PMDs	-0.381838057629687	breastNormalVsTN_Basal.T	Tumor	-0.381838057629687
LINC01422	Shared LOCKs	common PMDs	-0.990060537185398	breastNormalVsTN_Basal.T	Tumor	-0.990060537185398
SLC5A1	Tumor-loss LOCKs	common PMDs	0.35917519801011	breastNormalVsTN_Basal.T	Tumor	0.35917519801011
SLC5A4	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
NCF4	Tumor-loss LOCKs	common PMDs	-0.22918606819774	breastNormalVsTN_Basal.T	Tumor	-0.22918606819774
CSF2RB	Tumor-loss LOCKs	common PMDs	-0.86803982895208	breastNormalVsTN_Basal.T	Tumor	-0.86803982895208
NPTXR	Tumor-loss LOCKs	common PMDs	0.469950783495164	breastNormalVsTN_Basal.T	Tumor	0.469950783495164
CBX6	Tumor-loss LOCKs	common PMDs	1.11402475500738	breastNormalVsTN_Basal.T	Tumor	1.11402475500738
CACNA1I	Tumor-loss LOCKs	common PMDs	-0.885804749219155	breastNormalVsTN_Basal.T	Tumor	-0.885804749219155
ENTHD1	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
GRAP2	Tumor-loss LOCKs	common PMDs	-0.754896883430429	breastNormalVsTN_Basal.T	Tumor	-0.754896883430429
MPPED1	Shared LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
PARVG	Tumor-loss LOCKs	common PMDs	-0.990406796733335	breastNormalVsTN_Basal.T	Tumor	-0.990406796733335
LINC00207	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC00229	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC01310	Tumor-gain LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
LINC00606	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
SLC6A11	Tumor-loss LOCKs	common PMDs	0.634716487606724	breastNormalVsTN_Basal.T	Tumor	0.634716487606724
TOPAZ1	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
CCR1	Tumor-loss LOCKs	common PMDs	-0.740791001464548	breastNormalVsTN_Basal.T	Tumor	-0.740791001464548
CCR3	Tumor-loss LOCKs	common PMDs	-0.360276813937564	breastNormalVsTN_Basal.T	Tumor	-0.360276813937564
TF	Tumor-loss LOCKs	common PMDs	0.00517530489321592	breastNormalVsTN_Basal.T	Tumor	0.00517530489321592
SPSB4	Tumor-loss LOCKs	common PMDs	-0.833264531438954	breastNormalVsTN_Basal.T	Tumor	-0.833264531438954
SOX2-OT	Tumor-gain LOCKs	common PMDs	-0.862116603209928	breastNormalVsTN_Basal.T	Tumor	-0.862116603209928
LINC01206	Tumor-gain LOCKs	common PMDs	-0.99070423743097	breastNormalVsTN_Basal.T	Tumor	-0.99070423743097
TMED11P	Tumor-loss LOCKs	common PMDs	-0.994520166334262	breastNormalVsTN_Basal.T	Tumor	-0.994520166334262
SPON2	Tumor-loss LOCKs	common PMDs	-0.666705415200641	breastNormalVsTN_Basal.T	Tumor	-0.666705415200641
